state,description,priority,creation_timestamp_ms,update_timestamp_ms,start_timestamp_ms,task_type,destination_uris,attempt,batch_eecu_usage_seconds,id,name
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-02-25T101919_masks-10m,100,1.71032E+12,1.71032E+12,1.71032E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,316.2659607,YEYVDYBHEA2NCIX3ZN4TH3NK,projects/earthengine-legacy/operations/YEYVDYBHEA2NCIX3ZN4TH3NK
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-02-25T101919_masks-10m,100,1.71032E+12,1.71032E+12,1.71032E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,308.1188965,UYGQWQDHMRRVUY2DNPXIMAED,projects/earthengine-legacy/operations/UYGQWQDHMRRVUY2DNPXIMAED
COMPLETED,S2_SR_HARMONIZED_SWISS_2024-03-14_20m,100,1.71062E+12,1.71062E+12,1.71062E+12,EXPORT_IMAGE,['https://code.earthengine.google.com/?asset=projects/satromo-prod/assets/col/S2_SR_HARMONIZED_SWISS/S2-L2A_mosaic_2024-03-14T102811_bands-20m'],1,39799.5625,MNDETK2YUF6DSUC3OG4Z3PT5,projects/earthengine-legacy/operations/MNDETK2YUF6DSUC3OG4Z3PT5
COMPLETED,S2_SR_HARMONIZED_SWISS_2024-03-14_10m,100,1.71062E+12,1.71062E+12,1.71062E+12,EXPORT_IMAGE,['https://code.earthengine.google.com/?asset=projects/satromo-prod/assets/col/S2_SR_HARMONIZED_SWISS/S2-L2A_mosaic_2024-03-14T102811_bands-10m'],1,350224.7188,3DGNEC5XSAW4K2CNY7XBK5EJ,projects/earthengine-legacy/operations/3DGNEC5XSAW4K2CNY7XBK5EJ
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-03-14T102811_bands-10m,100,1.71063E+12,1.71063E+12,1.71063E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,647.1878662,CYT6VQMFKYQVZE73UIKEH5FT,projects/earthengine-legacy/operations/CYT6VQMFKYQVZE73UIKEH5FT
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-03-14T102811_bands-10m,100,1.71063E+12,1.71063E+12,1.71063E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,506.6853638,QCQH4QEKRFNO33YRD6LCJ3WH,projects/earthengine-legacy/operations/QCQH4QEKRFNO33YRD6LCJ3WH
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-03-14T102811_bands-10m,100,1.71063E+12,1.71063E+12,1.71063E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,621.5911255,VE2VTGMUX4GQPFDUEYEUPBZH,projects/earthengine-legacy/operations/VE2VTGMUX4GQPFDUEYEUPBZH
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-03-14T102811_bands-10m,100,1.71063E+12,1.71063E+12,1.71063E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,479.8338623,C45MDD5DDW3KFMZHVXPF4SGF,projects/earthengine-legacy/operations/C45MDD5DDW3KFMZHVXPF4SGF
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-03-14T102811_registration-10m,100,1.71063E+12,1.71063E+12,1.71063E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,406.7420349,P2GH3MYUO4SGJ7AYD67WEH4F,projects/earthengine-legacy/operations/P2GH3MYUO4SGJ7AYD67WEH4F
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-03-14T102811_registration-10m,100,1.71063E+12,1.71063E+12,1.71063E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,450.4708557,QF7ZI5WQWAGYRTKIUPCX2DZS,projects/earthengine-legacy/operations/QF7ZI5WQWAGYRTKIUPCX2DZS
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-03-14T102811_registration-10m,100,1.71063E+12,1.71063E+12,1.71063E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,284.1896667,I32QRGH3RBWQIN5EIMYXI2KH,projects/earthengine-legacy/operations/I32QRGH3RBWQIN5EIMYXI2KH
